'EPIC Sub.PID.MV Log File

'Date,Sub.PID.MV
08/06/2023 00:01:56.899,100.0
08/06/2023 00:01:57.913,100.0
08/06/2023 00:01:58.921,100.0
08/06/2023 00:01:59.928,100.0
08/06/2023 00:02:00.942,100.0
08/06/2023 00:02:01.955,100.0
08/06/2023 00:02:02.966,100.0
08/06/2023 00:02:03.975,100.0
08/06/2023 00:02:04.985,100.0
08/06/2023 00:02:05.993,100.0
08/06/2023 00:02:07.006,100.0
08/06/2023 00:02:08.014,100.0
08/06/2023 00:02:09.024,100.0
08/06/2023 00:02:10.059,100.0
08/06/2023 00:02:11.070,100.0
08/06/2023 00:02:12.081,100.0
08/06/2023 00:02:13.089,100.0
08/06/2023 00:02:14.098,100.0
08/06/2023 00:02:15.123,100.0
08/06/2023 00:02:16.132,100.0
08/06/2023 00:02:17.141,100.0
08/06/2023 00:02:18.151,100.0
08/06/2023 00:02:19.159,100.0
08/06/2023 00:02:20.169,100.0
08/06/2023 00:02:21.190,100.0
08/06/2023 00:02:22.202,100.0
08/06/2023 00:02:23.221,100.0
08/06/2023 00:02:24.240,100.0
08/06/2023 00:02:25.261,100.0
08/06/2023 00:02:26.269,100.0
08/06/2023 00:02:27.288,100.0
08/06/2023 00:02:28.302,100.0
08/06/2023 00:02:29.323,100.0
08/06/2023 00:02:30.334,100.0
08/06/2023 00:02:31.343,100.0
08/06/2023 00:02:32.351,100.0
08/06/2023 00:02:33.372,100.0
08/06/2023 00:02:34.382,100.0
08/06/2023 00:02:35.393,100.0
08/06/2023 00:02:36.401,100.0
08/06/2023 00:02:37.409,100.0
08/06/2023 00:02:38.415,100.0
08/06/2023 00:02:39.427,100.0
08/06/2023 00:02:40.436,100.0
08/06/2023 00:02:41.460,100.0
08/06/2023 00:02:42.482,100.0
08/06/2023 00:02:43.502,100.0
08/06/2023 00:02:44.511,100.0
08/06/2023 00:02:45.517,100.0
08/06/2023 00:02:46.536,100.0
08/06/2023 00:02:47.558,100.0
08/06/2023 00:02:48.567,100.0
08/06/2023 00:02:49.576,100.0
08/06/2023 00:02:50.582,100.0
08/06/2023 00:02:51.596,100.0
08/06/2023 00:02:52.610,100.0
08/06/2023 00:02:53.633,100.0
08/06/2023 00:02:54.642,100.0
08/06/2023 00:02:55.652,100.0
08/06/2023 00:02:56.674,100.0
08/06/2023 00:02:57.684,100.0
08/06/2023 00:02:58.694,100.0
08/06/2023 00:02:59.716,100.0
08/06/2023 00:03:00.724,100.0
08/06/2023 00:03:01.747,100.0
08/06/2023 00:03:02.767,100.0
08/06/2023 00:03:03.777,100.0
08/06/2023 00:03:04.797,100.0
08/06/2023 00:03:05.808,100.0
08/06/2023 00:03:06.818,100.0
08/06/2023 00:03:07.830,100.0
08/06/2023 00:03:08.850,100.0
08/06/2023 00:03:09.874,100.0
08/06/2023 00:03:10.897,100.0
08/06/2023 00:03:11.909,100.0
08/06/2023 00:03:12.925,100.0
08/06/2023 00:03:13.939,100.0
08/06/2023 00:03:14.950,100.0
08/06/2023 00:03:15.972,100.0
08/06/2023 00:03:16.985,100.0
08/06/2023 00:03:18.005,100.0
08/06/2023 00:03:19.023,100.0
08/06/2023 00:03:20.045,100.0
08/06/2023 00:03:21.069,100.0
08/06/2023 00:03:22.083,100.0
08/06/2023 00:03:23.093,100.0
08/06/2023 00:03:24.115,100.0
08/06/2023 00:03:25.127,100.0
08/06/2023 00:03:26.147,100.0
08/06/2023 00:03:27.156,100.0
08/06/2023 00:03:28.176,100.0
08/06/2023 00:03:29.190,100.0
08/06/2023 00:03:30.211,100.0
08/06/2023 00:03:31.223,100.0
08/06/2023 00:03:32.246,100.0
08/06/2023 00:03:33.267,100.0
08/06/2023 00:03:34.279,100.0
08/06/2023 00:03:35.291,100.0
08/06/2023 00:03:36.306,100.0
08/06/2023 00:03:37.320,100.0
08/06/2023 00:03:38.343,100.0
08/06/2023 00:03:39.357,100.0
08/06/2023 00:03:40.386,100.0
08/06/2023 00:03:41.402,100.0
08/06/2023 00:03:42.432,100.0
08/06/2023 00:03:43.457,100.0
08/06/2023 00:03:44.473,100.0
08/06/2023 00:03:45.498,100.0
08/06/2023 00:03:46.520,100.0
08/06/2023 00:03:47.546,100.0
08/06/2023 00:03:48.558,100.0
08/06/2023 00:03:49.583,100.0
08/06/2023 00:03:50.592,100.0
08/06/2023 00:03:51.620,100.0
08/06/2023 00:03:52.644,100.0
08/06/2023 00:03:53.665,100.0
08/06/2023 00:03:54.688,100.0
08/06/2023 00:03:55.711,100.0
08/06/2023 00:03:56.720,100.0
08/06/2023 00:03:57.731,100.0
08/06/2023 00:03:58.740,100.0
08/06/2023 00:03:59.749,100.0
08/06/2023 00:04:00.773,100.0
08/06/2023 00:04:01.792,100.0
08/06/2023 00:04:02.805,100.0
08/06/2023 00:04:03.825,100.0
08/06/2023 00:04:04.848,100.0
08/06/2023 00:04:05.871,100.0
08/06/2023 00:04:06.881,100.0
08/06/2023 00:04:07.905,100.0
08/06/2023 00:04:08.913,100.0
08/06/2023 00:04:09.935,100.0
08/06/2023 00:04:10.944,100.0
08/06/2023 00:04:11.965,100.0
08/06/2023 00:04:12.977,100.0
08/06/2023 00:04:13.986,100.0
08/06/2023 00:04:14.996,100.0
08/06/2023 00:04:16.004,100.0
08/06/2023 00:04:17.012,100.0
08/06/2023 00:04:18.036,100.0
08/06/2023 00:04:19.044,100.0
08/06/2023 00:04:20.068,100.0
08/06/2023 00:04:21.082,100.0
08/06/2023 00:04:22.105,100.0
08/06/2023 00:04:23.121,100.0
08/06/2023 00:04:24.144,100.0
08/06/2023 00:04:25.178,100.0
08/06/2023 00:04:26.202,100.0
08/06/2023 00:04:27.226,100.0
08/06/2023 00:04:28.237,100.0
08/06/2023 00:04:29.259,100.0
08/06/2023 00:04:30.269,100.0
08/06/2023 00:04:31.280,100.0
08/06/2023 00:04:32.305,100.0
08/06/2023 00:04:33.314,100.0
08/06/2023 00:04:34.329,100.0
08/06/2023 00:04:35.344,100.0
08/06/2023 00:04:36.361,100.0
08/06/2023 00:04:37.379,100.0
08/06/2023 00:04:38.400,100.0
08/06/2023 00:04:39.412,100.0
08/06/2023 00:04:40.428,100.0
08/06/2023 00:04:41.451,100.0
08/06/2023 00:04:42.475,100.0
08/06/2023 00:04:43.496,100.0
08/06/2023 00:04:44.519,100.0
08/06/2023 00:04:45.528,100.0
08/06/2023 00:04:46.541,100.0
08/06/2023 00:04:47.569,100.0
08/06/2023 00:04:48.587,100.0
08/06/2023 00:04:49.600,100.0
08/06/2023 00:04:50.618,100.0
08/06/2023 00:04:51.636,100.0
08/06/2023 00:04:52.665,100.0
08/06/2023 00:04:53.676,100.0
08/06/2023 00:04:54.695,100.0
08/06/2023 00:04:55.705,100.0
08/06/2023 00:04:56.728,100.0
08/06/2023 00:04:57.751,100.0
08/06/2023 00:04:58.760,100.0
08/06/2023 00:04:59.775,100.0
08/06/2023 00:05:00.788,100.0
08/06/2023 00:05:01.813,100.0
08/06/2023 00:05:02.837,100.0
08/06/2023 00:05:03.860,100.0
08/06/2023 00:05:04.871,100.0
08/06/2023 00:05:05.883,100.0
08/06/2023 00:05:06.908,100.0
08/06/2023 00:05:07.920,100.0
08/06/2023 00:05:08.939,100.0
08/06/2023 00:05:09.961,100.0
08/06/2023 00:05:10.988,100.0
08/06/2023 00:05:12.010,100.0
08/06/2023 00:05:13.018,100.0
08/06/2023 00:05:14.029,100.0
08/06/2023 00:05:15.053,100.0
08/06/2023 00:05:16.077,100.0
08/06/2023 00:05:17.086,100.0
08/06/2023 00:05:18.110,100.0
08/06/2023 00:05:19.120,100.0
08/06/2023 00:05:20.139,100.0
08/06/2023 00:05:21.153,100.0
08/06/2023 00:05:22.168,100.0
08/06/2023 00:05:23.182,100.0
08/06/2023 00:05:24.200,100.0
08/06/2023 00:05:25.221,100.0
08/06/2023 00:05:26.246,100.0
08/06/2023 00:05:27.266,100.0
08/06/2023 00:05:28.279,100.0
08/06/2023 00:05:29.292,100.0
08/06/2023 00:05:30.303,100.0
08/06/2023 00:05:31.318,100.0
08/06/2023 00:05:32.331,100.0
08/06/2023 00:05:33.351,100.0
08/06/2023 00:05:34.386,100.0
08/06/2023 00:05:35.399,100.0
08/06/2023 00:05:36.413,100.0
08/06/2023 00:05:37.433,100.0
08/06/2023 00:05:38.445,100.0
08/06/2023 00:05:39.457,100.0
08/06/2023 00:05:40.466,100.0
08/06/2023 00:05:41.479,100.0
08/06/2023 00:05:42.520,100.0
08/06/2023 00:05:43.529,100.0
08/06/2023 00:05:44.553,100.0
08/06/2023 00:05:45.563,100.0
08/06/2023 00:05:46.589,100.0
08/06/2023 00:05:47.611,100.0
08/06/2023 00:05:48.621,100.0
08/06/2023 00:05:49.640,100.0
08/06/2023 00:05:50.650,100.0
08/06/2023 00:05:51.669,100.0
08/06/2023 00:05:52.678,100.0
08/06/2023 00:05:53.687,100.0
08/06/2023 00:05:54.698,100.0
08/06/2023 00:05:55.724,100.0
08/06/2023 00:05:56.750,100.0
08/06/2023 00:05:57.766,100.0
08/06/2023 00:05:58.776,100.0
08/06/2023 00:05:59.799,100.0
08/06/2023 00:06:00.815,100.0
08/06/2023 00:06:01.827,100.0
08/06/2023 00:06:02.836,100.0
08/06/2023 00:06:03.873,100.0
08/06/2023 00:06:04.895,100.0
08/06/2023 00:06:05.920,100.0
08/06/2023 00:06:06.945,100.0
08/06/2023 00:06:07.966,100.0
08/06/2023 00:06:08.980,100.0
08/06/2023 00:06:09.995,100.0
08/06/2023 00:06:11.019,100.0
08/06/2023 00:06:12.032,100.0
08/06/2023 00:06:13.054,100.0
08/06/2023 00:06:14.065,100.0
08/06/2023 00:06:15.083,100.0
08/06/2023 00:06:16.103,100.0
08/06/2023 00:06:17.113,100.0
08/06/2023 00:06:18.136,100.0
08/06/2023 00:06:19.156,100.0
08/06/2023 00:06:20.176,100.0
08/06/2023 00:06:21.188,100.0
08/06/2023 00:06:22.217,100.0
08/06/2023 00:06:23.228,100.0
08/06/2023 00:06:24.251,100.0
08/06/2023 00:06:25.279,100.0
08/06/2023 00:06:26.298,100.0
08/06/2023 00:06:27.308,100.0
08/06/2023 00:06:28.333,100.0
08/06/2023 00:06:29.360,100.0
08/06/2023 00:06:30.385,100.0
08/06/2023 00:06:31.410,100.0
08/06/2023 00:06:32.433,100.0
08/06/2023 00:06:33.454,100.0
08/06/2023 00:06:34.476,100.0
08/06/2023 00:06:35.487,100.0
08/06/2023 00:06:36.498,100.0
08/06/2023 00:06:37.512,100.0
08/06/2023 00:06:38.523,100.0
08/06/2023 00:06:39.534,100.0
08/06/2023 00:06:40.559,100.0
08/06/2023 00:06:41.579,100.0
08/06/2023 00:06:42.600,100.0
08/06/2023 00:06:43.613,100.0
08/06/2023 00:06:44.633,100.0
08/06/2023 00:06:45.642,100.0
08/06/2023 00:06:46.653,100.0
08/06/2023 00:06:47.668,100.0
08/06/2023 00:06:48.685,100.0
08/06/2023 00:06:49.694,100.0
08/06/2023 00:06:50.723,100.0
08/06/2023 00:06:51.744,100.0
08/06/2023 00:06:52.766,100.0
08/06/2023 00:06:53.777,100.0
08/06/2023 00:06:54.799,100.0
08/06/2023 00:06:55.815,100.0
08/06/2023 00:06:56.827,100.0
08/06/2023 00:06:57.837,100.0
08/06/2023 00:06:58.853,100.0
08/06/2023 00:06:59.862,100.0
08/06/2023 00:07:00.872,100.0
08/06/2023 00:07:01.888,100.0
08/06/2023 00:07:02.912,100.0
08/06/2023 00:07:03.936,100.0
08/06/2023 00:07:04.948,100.0
08/06/2023 00:07:05.960,100.0
08/06/2023 00:07:06.981,100.0
08/06/2023 00:07:07.990,100.0
08/06/2023 00:07:09.013,100.0
08/06/2023 00:07:10.026,100.0
08/06/2023 00:07:11.034,100.0
08/06/2023 00:07:12.045,100.0
08/06/2023 00:07:13.064,100.0
08/06/2023 00:07:14.096,100.0
08/06/2023 00:07:15.116,100.0
08/06/2023 00:07:16.147,100.0
08/06/2023 00:07:17.165,100.0
08/06/2023 00:07:18.179,100.0
08/06/2023 00:07:19.201,100.0
08/06/2023 00:07:20.227,100.0
08/06/2023 00:07:21.256,100.0
08/06/2023 00:07:22.274,100.0
08/06/2023 00:07:23.298,100.0
08/06/2023 00:07:24.321,100.0
08/06/2023 00:07:25.339,100.0
08/06/2023 00:07:26.359,100.0
08/06/2023 00:07:27.369,100.0
08/06/2023 00:07:28.378,100.0
08/06/2023 00:07:29.401,100.0
08/06/2023 00:07:30.410,100.0
08/06/2023 00:07:31.421,100.0
08/06/2023 00:07:32.440,100.0
08/06/2023 00:07:33.461,100.0
08/06/2023 00:07:34.471,100.0
08/06/2023 00:07:35.481,100.0
08/06/2023 00:07:36.490,100.0
08/06/2023 00:07:37.514,100.0
08/06/2023 00:07:38.535,100.0
08/06/2023 00:07:39.558,100.0
08/06/2023 00:07:40.572,100.0
08/06/2023 00:07:41.584,100.0
08/06/2023 00:07:42.608,100.0
08/06/2023 00:07:43.620,100.0
08/06/2023 00:07:44.646,100.0
08/06/2023 00:07:45.671,100.0
08/06/2023 00:07:46.682,100.0
08/06/2023 00:07:47.717,100.0
08/06/2023 00:07:48.728,100.0
08/06/2023 00:07:49.738,100.0
08/06/2023 00:07:50.750,100.0
08/06/2023 00:07:51.762,100.0
08/06/2023 00:07:52.784,100.0
08/06/2023 00:07:53.808,100.0
08/06/2023 00:07:54.829,100.0
08/06/2023 00:07:55.839,100.0
08/06/2023 00:07:56.851,100.0
08/06/2023 00:07:57.871,100.0
08/06/2023 00:07:58.882,100.0
08/06/2023 00:07:59.906,100.0
08/06/2023 00:08:00.915,100.0
08/06/2023 00:08:01.928,100.0
08/06/2023 00:08:02.952,100.0
08/06/2023 00:08:03.961,100.0
08/06/2023 00:08:04.985,100.0
08/06/2023 00:08:06.000,100.0
08/06/2023 00:08:07.017,100.0
08/06/2023 00:08:08.028,100.0
08/06/2023 00:08:09.050,100.0
08/06/2023 00:08:10.061,100.0
08/06/2023 00:08:11.082,100.0
08/06/2023 00:08:12.108,100.0
08/06/2023 00:08:13.117,100.0
08/06/2023 00:08:14.139,100.0
08/06/2023 00:08:15.148,100.0
08/06/2023 00:08:16.169,100.0
08/06/2023 00:08:17.192,100.0
08/06/2023 00:08:18.213,100.0
08/06/2023 00:08:19.221,100.0
08/06/2023 00:08:20.231,100.0
08/06/2023 00:08:21.254,100.0
08/06/2023 00:08:22.264,100.0
08/06/2023 00:08:23.285,100.0
08/06/2023 00:08:24.294,100.0
08/06/2023 00:08:25.305,100.0
08/06/2023 00:08:26.328,100.0
08/06/2023 00:08:27.352,100.0
08/06/2023 00:08:28.377,100.0
08/06/2023 00:08:29.392,100.0
08/06/2023 00:08:30.403,100.0
08/06/2023 00:08:31.412,100.0
08/06/2023 00:08:32.438,100.0
08/06/2023 00:08:33.461,100.0
08/06/2023 00:08:34.473,100.0
08/06/2023 00:08:35.490,100.0
08/06/2023 00:08:36.507,100.0
08/06/2023 00:08:37.529,100.0
08/06/2023 00:08:38.540,100.0
08/06/2023 00:08:39.553,100.0
08/06/2023 00:08:40.562,100.0
08/06/2023 00:08:41.581,100.0
08/06/2023 00:08:42.591,100.0
08/06/2023 00:08:43.600,100.0
08/06/2023 00:08:44.622,100.0
08/06/2023 00:08:45.631,100.0
08/06/2023 00:08:46.644,100.0
08/06/2023 00:08:47.669,100.0
08/06/2023 00:08:48.691,100.0
08/06/2023 00:08:49.717,100.0
08/06/2023 00:08:50.736,100.0
08/06/2023 00:08:51.747,100.0
08/06/2023 00:08:52.771,100.0
08/06/2023 00:08:53.781,100.0
08/06/2023 00:08:54.804,100.0
08/06/2023 00:08:55.828,100.0
08/06/2023 00:08:56.852,100.0
08/06/2023 00:08:57.863,100.0
08/06/2023 00:08:58.878,100.0
08/06/2023 00:08:59.899,100.0
08/06/2023 00:09:00.922,100.0
08/06/2023 00:09:01.940,100.0
08/06/2023 00:09:02.954,100.0
08/06/2023 00:09:03.970,100.0
08/06/2023 00:09:04.979,100.0
08/06/2023 00:09:06.001,100.0
08/06/2023 00:09:07.026,100.0
08/06/2023 00:09:08.045,100.0
08/06/2023 00:09:09.067,100.0
08/06/2023 00:09:10.090,100.0
08/06/2023 00:09:11.111,100.0
08/06/2023 00:09:12.121,100.0
08/06/2023 00:09:13.144,100.0
08/06/2023 00:09:14.169,100.0
08/06/2023 00:09:15.178,100.0
08/06/2023 00:09:16.200,100.0
08/06/2023 00:09:17.224,100.0
08/06/2023 00:09:18.235,100.0
08/06/2023 00:09:19.246,100.0
08/06/2023 00:09:20.255,100.0
08/06/2023 00:09:21.270,100.0
08/06/2023 00:09:22.278,100.0
08/06/2023 00:09:23.289,100.0
08/06/2023 00:09:24.312,100.0
08/06/2023 00:09:25.341,100.0
08/06/2023 00:09:26.360,100.0
08/06/2023 00:09:27.389,100.0
08/06/2023 00:09:28.407,100.0
08/06/2023 00:09:29.423,100.0
08/06/2023 00:09:30.442,100.0
08/06/2023 00:09:31.455,100.0
08/06/2023 00:09:32.469,100.0
08/06/2023 00:09:33.478,100.0
08/06/2023 00:09:34.493,100.0
08/06/2023 00:09:35.515,100.0
08/06/2023 00:09:36.535,100.0
08/06/2023 00:09:37.556,100.0
08/06/2023 00:09:38.580,100.0
08/06/2023 00:09:39.604,100.0
08/06/2023 00:09:40.612,100.0
08/06/2023 00:09:41.633,100.0
08/06/2023 00:09:42.643,100.0
08/06/2023 00:09:43.654,100.0
08/06/2023 00:09:44.664,100.0
08/06/2023 00:09:45.687,100.0
08/06/2023 00:09:46.697,100.0
08/06/2023 00:09:47.715,100.0
08/06/2023 00:09:48.737,100.0
08/06/2023 00:09:49.765,100.0
08/06/2023 00:09:50.788,100.0
08/06/2023 00:09:51.810,99.9
08/06/2023 00:09:52.823,100.0
08/06/2023 00:09:53.832,100.0
08/06/2023 00:09:54.845,100.0
08/06/2023 00:09:55.857,100.0
08/06/2023 00:09:56.877,100.0
08/06/2023 00:09:57.908,100.0
08/06/2023 00:09:58.926,100.0
08/06/2023 00:09:59.948,100.0
08/06/2023 00:10:00.958,100.0
08/06/2023 00:10:01.973,100.0
08/06/2023 00:10:02.982,100.0
08/06/2023 00:10:03.994,100.0
08/06/2023 00:10:05.016,100.0
08/06/2023 00:10:06.031,100.0
08/06/2023 00:10:07.051,100.0
08/06/2023 00:10:08.073,100.0
08/06/2023 00:10:09.085,100.0
08/06/2023 00:10:10.114,100.0
08/06/2023 00:10:11.141,100.0
08/06/2023 00:10:12.159,100.0
08/06/2023 00:10:13.167,100.0
08/06/2023 00:10:14.197,100.0
08/06/2023 00:10:15.216,100.0
08/06/2023 00:10:16.234,100.0
08/06/2023 00:10:17.244,99.9
08/06/2023 00:10:18.264,99.9
08/06/2023 00:10:19.275,99.9
08/06/2023 00:10:20.288,99.9
08/06/2023 00:10:21.312,100.0
08/06/2023 00:10:22.319,100.0
08/06/2023 00:10:23.342,99.9
08/06/2023 00:10:24.351,99.9
08/06/2023 00:10:25.360,100.0
08/06/2023 00:10:26.372,100.0
08/06/2023 00:10:27.393,100.0
08/06/2023 00:10:28.419,100.0
08/06/2023 00:10:29.437,100.0
08/06/2023 00:10:30.445,100.0
08/06/2023 00:10:31.466,100.0
08/06/2023 00:10:32.482,100.0
08/06/2023 00:10:33.491,100.0
08/06/2023 00:10:34.500,100.0
08/06/2023 00:10:35.512,100.0
08/06/2023 00:10:36.522,100.0
08/06/2023 00:10:37.534,100.0
08/06/2023 00:10:38.545,100.0
08/06/2023 00:10:39.561,100.0
08/06/2023 00:10:40.581,100.0
08/06/2023 00:10:41.593,100.0
08/06/2023 00:10:42.604,100.0
08/06/2023 00:10:43.620,100.0
08/06/2023 00:10:44.643,100.0
08/06/2023 00:10:45.662,100.0
08/06/2023 00:10:46.679,100.0
08/06/2023 00:10:47.695,100.0
08/06/2023 00:10:48.715,100.0
08/06/2023 00:10:49.725,100.0
08/06/2023 00:10:50.735,100.0
08/06/2023 00:10:51.758,100.0
08/06/2023 00:10:52.777,100.0
08/06/2023 00:10:53.788,100.0
08/06/2023 00:10:54.810,100.0
08/06/2023 00:10:55.832,100.0
08/06/2023 00:10:56.847,100.0
08/06/2023 00:10:57.871,100.0
08/06/2023 00:10:58.878,100.0
08/06/2023 00:10:59.887,100.0
08/06/2023 00:11:00.909,100.0
08/06/2023 00:11:01.919,100.0
08/06/2023 00:11:02.942,100.0
08/06/2023 00:11:03.952,100.0
08/06/2023 00:11:04.965,100.0
08/06/2023 00:11:05.986,100.0
08/06/2023 00:11:07.002,100.0
08/06/2023 00:11:08.027,100.0
08/06/2023 00:11:09.052,100.0
08/06/2023 00:11:10.068,100.0
08/06/2023 00:11:11.078,100.0
08/06/2023 00:11:12.096,100.0
08/06/2023 00:11:13.116,100.0
08/06/2023 00:11:14.130,100.0
08/06/2023 00:11:15.161,100.0
08/06/2023 00:11:16.180,100.0
08/06/2023 00:11:17.192,100.0
08/06/2023 00:11:18.211,100.0
08/06/2023 00:11:19.229,100.0
08/06/2023 00:11:20.242,100.0
08/06/2023 00:11:21.267,100.0
08/06/2023 00:11:22.287,100.0
08/06/2023 00:11:23.300,100.0
08/06/2023 00:11:24.307,100.0
08/06/2023 00:11:25.317,100.0
08/06/2023 00:11:26.329,100.0
08/06/2023 00:11:27.349,100.0
08/06/2023 00:11:28.358,100.0
08/06/2023 00:11:29.366,100.0
08/06/2023 00:11:30.379,100.0
08/06/2023 00:11:31.387,100.0
08/06/2023 00:11:32.398,100.0
08/06/2023 00:11:33.408,100.0
08/06/2023 00:11:34.416,100.0
08/06/2023 00:11:35.429,100.0
08/06/2023 00:11:36.448,100.0
08/06/2023 00:11:37.474,100.0
08/06/2023 00:11:38.485,100.0
08/06/2023 00:11:39.499,100.0
08/06/2023 00:11:40.512,100.0
08/06/2023 00:11:41.535,100.0
08/06/2023 00:11:42.549,100.0
08/06/2023 00:11:43.561,100.0
08/06/2023 00:11:44.573,100.0
08/06/2023 00:11:45.586,100.0
08/06/2023 00:11:46.594,100.0
08/06/2023 00:11:47.610,100.0
08/06/2023 00:11:48.628,100.0
08/06/2023 00:11:49.655,100.0
08/06/2023 00:11:50.669,100.0
08/06/2023 00:11:51.693,100.0
08/06/2023 00:11:52.714,100.0
08/06/2023 00:11:53.729,100.0
08/06/2023 00:11:54.752,100.0
08/06/2023 00:11:55.769,100.0
08/06/2023 00:11:56.793,100.0
08/06/2023 00:11:57.811,100.0
08/06/2023 00:11:58.830,100.0
08/06/2023 00:11:59.852,100.0
08/06/2023 00:12:00.863,100.0
08/06/2023 00:12:01.886,100.0
08/06/2023 00:12:02.894,100.0
08/06/2023 00:12:03.917,100.0
08/06/2023 00:12:04.926,100.0
08/06/2023 00:12:05.958,100.0
08/06/2023 00:12:06.970,100.0
08/06/2023 00:12:07.990,100.0
08/06/2023 00:12:09.007,100.0
08/06/2023 00:12:10.018,100.0
08/06/2023 00:12:11.027,100.0
08/06/2023 00:12:12.038,100.0
08/06/2023 00:12:13.047,100.0
08/06/2023 00:12:14.061,100.0
08/06/2023 00:12:15.072,100.0
08/06/2023 00:12:16.094,100.0
08/06/2023 00:12:17.103,100.0
08/06/2023 00:12:18.123,100.0
08/06/2023 00:12:19.149,100.0
08/06/2023 00:12:20.170,100.0
08/06/2023 00:12:21.181,100.0
08/06/2023 00:12:22.195,100.0
08/06/2023 00:12:23.207,100.0
08/06/2023 00:12:24.233,100.0
08/06/2023 00:12:25.247,100.0
